Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-11-09,2016,11,9,Wednesday,45,2016-45,53.2,54.82,52.8,54.58,13727800.0,51.62,-0.0007324797656064197,50.597142857142885,50.95580000000004
2016-11-10,2016,11,10,Thursday,45,2016-45,54.64,54.82,53.51,53.57,13621700.0,50.66,-0.01850477307003562,50.59285714285716,50.905400000000036
2016-11-11,2016,11,11,Friday,45,2016-45,53.43,53.99,53.25,53.93,8436400.0,51.0,0.006720024696284632,50.575714285714305,50.860200000000034
2016-11-14,2016,11,14,Monday,46,2016-46,53.93,54.47,53.5,54.22,10489800.0,51.28,0.005377469569243676,50.61285714285716,50.823200000000035
2016-11-15,2016,11,15,Tuesday,46,2016-46,54.09,54.69,53.9,54.59,9588000.0,51.87,0.011487743240636616,50.695000000000014,50.80100000000003
2016-11-16,2016,11,16,Wednesday,46,2016-46,54.33,55.52,54.26,55.44,10779200.0,52.68,0.015570652923363237,50.83785714285716,50.78920000000003
2016-11-17,2016,11,17,Thursday,46,2016-46,55.22,55.9,55.06,55.85,8744500.0,53.07,0.007395443344955455,51.01214285714288,50.80460000000003
2016-11-18,2016,11,18,Friday,46,2016-46,55.72,56.12,55.42,55.77,8741000.0,52.99,-0.0014324883351081175,51.21214285714287,50.83640000000002
2016-11-21,2016,11,21,Monday,47,2016-47,55.51,56.16,55.51,56.1,8004000.0,53.3,0.005917212158350171,51.47285714285716,50.86760000000003
2016-11-22,2016,11,22,Tuesday,47,2016-47,56.32,57.15,55.88,57.12,10268700.0,54.27,0.018181887145856113,51.77000000000002,50.93200000000002
2016-11-23,2016,11,23,Wednesday,47,2016-47,56.91,57.64,56.9,57.59,8183600.0,54.72,0.00822825030260943,52.18142857142858,51.00680000000002
2016-11-25,2016,11,25,Friday,47,2016-47,57.7,57.7,57.26,57.43,3228800.0,54.57,-0.002778276045274808,52.5157142857143,51.074600000000025
2016-11-28,2016,11,28,Monday,48,2016-48,57.0,57.86,56.76,57.59,8750900.0,54.72,0.0027860163678112837,52.74357142857145,51.15240000000003
2016-11-29,2016,11,29,Tuesday,48,2016-48,57.64,58.21,57.5,58.17,10582900.0,55.27,0.010071076377005994,53.0014285714286,51.25520000000002
2016-11-30,2016,11,30,Wednesday,48,2016-48,58.19,58.25,57.86,57.97,9528000.0,55.08,-0.003438149475781249,53.24857142857145,51.348600000000026
2016-12-01,2016,12,1,Thursday,48,2016-48,57.34,58.52,57.2,58.51,12381600.0,55.59,0.009315182417589662,53.60071428571432,51.43940000000002
2016-12-02,2016,12,2,Friday,48,2016-48,56.65,57.75,56.57,57.21,16870000.0,54.36,-0.02221844972042697,53.84071428571432,51.497800000000026
2016-12-05,2016,12,5,Monday,49,2016-49,56.96,57.84,56.96,57.5,7701200.0,54.63,0.005069020677079372,54.080000000000034,51.56080000000003
2016-12-06,2016,12,6,Tuesday,49,2016-49,57.66,57.7,57.14,57.44,7035700.0,54.58,-0.0010435890806200776,54.273571428571465,51.63020000000002
2016-12-07,2016,12,7,Wednesday,49,2016-49,57.54,58.85,57.45,58.76,9094800.0,55.83,0.022980707822296553,54.49857142857147,51.72180000000002
2016-12-08,2016,12,8,Thursday,49,2016-49,59.0,59.25,58.41,58.65,7972500.0,55.73,-0.0018720154462114058,54.68857142857147,51.81540000000002
2016-12-09,2016,12,9,Friday,49,2016-49,58.92,58.95,58.43,58.75,7091300.0,55.82,0.001705005385686631,54.89071428571433,51.920800000000014
2016-12-12,2016,12,12,Monday,50,2016-50,58.54,58.79,58.34,58.77,7736200.0,55.84,0.00034039332274171663,55.07214285714291,52.013600000000025
2016-12-13,2016,12,13,Tuesday,50,2016-50,58.99,59.54,58.66,59.31,8878100.0,56.35,0.009188380449230538,55.22071428571434,52.12220000000002
2016-12-14,2016,12,14,Wednesday,50,2016-50,59.03,59.25,58.6,58.75,9022900.0,55.82,-0.009441902154624149,55.299285714285766,52.22600000000002
2016-12-15,2016,12,15,Thursday,50,2016-50,57.97,58.21,57.52,57.71,11837800.0,54.83,-0.017702161241330616,55.31785714285719,52.31340000000002
2016-12-16,2016,12,16,Friday,50,2016-50,58.01,58.07,57.56,57.66,10611500.0,54.79,-0.0008664233807695876,55.32285714285719,52.40400000000002
2016-12-19,2016,12,19,Monday,51,2016-51,57.44,57.98,57.44,57.65,6433800.0,54.78,-0.00017351850050495443,55.28785714285719,52.48840000000002
2016-12-20,2016,12,20,Tuesday,51,2016-51,57.81,58.06,57.32,57.7,4888300.0,54.82,0.0008674645027968442,55.269285714285765,52.57660000000003
2016-12-21,2016,12,21,Wednesday,51,2016-51,57.5,57.87,57.41,57.44,5380500.0,54.58,-0.00450626567985557,55.19714285714291,52.66720000000002
2016-12-22,2016,12,22,Thursday,51,2016-51,57.31,57.4,56.72,57.11,6777700.0,54.26,-0.005744897367912838,55.19000000000005,52.74680000000002
2016-12-23,2016,12,23,Friday,51,2016-51,57.29,57.36,56.89,57.01,4298500.0,54.17,-0.001751122281749784,55.1571428571429,52.82860000000002
2016-12-27,2016,12,27,Tuesday,52,2016-52,56.99,57.39,56.81,56.86,4186200.0,54.02,-0.0026310446507855634,55.117142857142895,52.90500000000003
2016-12-28,2016,12,28,Wednesday,52,2016-52,56.8,56.9,56.25,56.35,5548700.0,53.54,-0.008969361876579152,54.953571428571465,52.97780000000002
2016-12-29,2016,12,29,Thursday,52,2016-52,56.35,56.47,56.14,56.32,3780900.0,53.51,-0.0005323720995979997,54.79500000000003,53.052800000000026
2016-12-30,2016,12,30,Friday,52,2016-52,56.28,56.45,55.4,55.52,8344500.0,52.75,-0.0142046264623793,54.57571428571431,53.102400000000024
2017-01-03,2017,1,3,Tuesday,01,2017-01,55.91,55.95,55.04,55.35,7809300.0,52.59,-0.003061995446526522,54.34357142857146,53.140600000000035
2017-01-04,2017,1,4,Wednesday,01,2017-01,55.56,56.2,55.38,55.99,7796300.0,53.2,0.011562922137981158,54.11857142857146,53.19020000000003
2017-01-05,2017,1,5,Thursday,01,2017-01,56.08,56.53,55.81,56.46,7602300.0,53.64,0.008394170790419597,53.96285714285717,53.238200000000035
2017-01-06,2017,1,6,Friday,01,2017-01,56.63,57.27,56.08,57.13,8587800.0,54.28,0.011866860200024254,53.92357142857145,53.308600000000034
2017-01-09,2017,1,9,Monday,02,2017-02,57.26,58.34,57.25,58.2,12640500.0,55.3,0.018729164868767745,53.96000000000002,53.40020000000004
2017-01-10,2017,1,10,Tuesday,02,2017-02,58.22,58.26,57.83,57.88,6671800.0,54.99,-0.00549817605863101,53.97500000000002,53.48640000000004
2017-01-11,2017,1,11,Wednesday,02,2017-02,57.8,58.12,57.59,58.1,6028000.0,55.2,0.003800954719694438,54.00214285714288,53.57780000000003
2017-01-12,2017,1,12,Thursday,02,2017-02,58.0,58.13,57.64,58.03,4733000.0,55.14,-0.0012048780561964012,54.04214285714288,53.67680000000003
2017-01-13,2017,1,13,Friday,02,2017-02,58.03,58.1,57.65,57.85,4745600.0,54.97,-0.0031017581749440692,54.09285714285716,53.78320000000002
2017-01-17,2017,1,17,Tuesday,03,2017-03,57.62,58.25,57.41,58.0,5734700.0,55.11,0.002592910245927005,54.160000000000025,53.88320000000002
2017-01-18,2017,1,18,Wednesday,03,2017-03,58.32,58.58,58.03,58.45,7375700.0,55.54,0.007758544127697498,54.268571428571455,54.01480000000002
2017-01-19,2017,1,19,Thursday,03,2017-03,58.31,58.45,57.72,57.89,7850500.0,55.0,-0.00958089409726337,54.37285714285717,54.117000000000026
2017-01-20,2017,1,20,Friday,03,2017-03,58.14,58.2,57.41,57.66,7651600.0,54.79,-0.003972989001146954,54.46428571428574,54.18220000000002
2017-01-23,2017,1,23,Monday,04,2017-04,57.42,57.9,57.15,57.76,6814400.0,54.88,0.0017342798122295111,54.61642857142859,54.24660000000003
2017-01-24,2017,1,24,Tuesday,04,2017-04,57.93,58.5,57.76,58.44,10704100.0,55.53,0.011772991434740643,54.82642857142859,54.32480000000003
2017-01-25,2017,1,25,Wednesday,04,2017-04,58.67,58.93,58.45,58.7,7117600.0,55.77,0.004448861145957661,55.01000000000001,54.427000000000035
2017-01-26,2017,1,26,Thursday,04,2017-04,58.7,59.0,58.26,58.46,12382400.0,55.55,-0.004088609940332888,55.14642857142859,54.518000000000036
2017-01-27,2017,1,27,Friday,04,2017-04,55.75,56.59,55.65,56.12,28884900.0,53.32,-0.040027363807813576,55.07785714285716,54.55880000000004
2017-01-30,2017,1,30,Monday,05,2017-05,56.0,56.24,55.58,55.9,13322000.0,53.11,-0.003920086747703055,54.92142857142859,54.58360000000004
2017-01-31,2017,1,31,Tuesday,05,2017-05,55.8,55.87,54.88,55.22,14308000.0,52.47,-0.01216457811602667,54.74142857142859,54.57940000000004
2017-02-01,2017,2,1,Wednesday,05,2017-05,55.49,55.5,53.81,53.9,18796900.0,51.21,-0.023904229814476596,54.456428571428596,54.54220000000004
2017-02-02,2017,2,2,Thursday,05,2017-05,54.04,54.39,53.85,53.87,15289700.0,51.18,-0.000556645266649336,54.17357142857145,54.50600000000004
2017-02-03,2017,2,3,Friday,05,2017-05,54.21,55.1,54.01,55.06,14161700.0,52.31,0.022090175034361614,53.983571428571445,54.48620000000003
2017-02-06,2017,2,6,Monday,06,2017-06,55.01,55.75,54.9,55.73,13029800.0,52.95,0.012168448994898773,53.82928571428573,54.45980000000003
2017-02-07,2017,2,7,Tuesday,06,2017-06,55.79,55.84,55.18,55.24,9910500.0,52.72,-0.0043258819026388284,53.62785714285717,54.41980000000003
2017-02-08,2017,2,8,Wednesday,06,2017-06,55.19,55.5,55.1,55.22,11681900.0,52.7,-0.00036199004661230383,53.463571428571456,54.382400000000025
2017-02-09,2017,2,9,Thursday,06,2017-06,55.23,56.12,55.21,55.81,11106800.0,53.27,0.01068449145142969,53.355000000000025,54.35340000000003
2017-02-10,2017,2,10,Friday,06,2017-06,55.73,56.4,55.56,56.22,11179000.0,53.66,0.007346330422731251,53.26785714285717,54.321200000000026
2017-02-13,2017,2,13,Monday,07,2017-07,56.5,56.66,56.03,56.11,8027900.0,53.55,-0.0019565599749865603,53.1264285714286,54.29060000000003
2017-02-14,2017,2,14,Tuesday,07,2017-07,56.02,56.61,56.02,56.58,8865900.0,54.0,0.00837639766604581,53.00000000000002,54.25880000000003
2017-02-15,2017,2,15,Wednesday,07,2017-07,56.56,56.88,56.31,56.86,6967200.0,54.27,0.004948825893599906,52.908571428571456,54.257000000000026
2017-02-16,2017,2,16,Thursday,07,2017-07,56.96,56.99,56.53,56.73,8524500.0,54.14,-0.0022864949813163893,52.96714285714288,54.24720000000002
2017-02-17,2017,2,17,Friday,07,2017-07,56.8,57.57,56.71,57.35,11008400.0,54.74,0.010929070702434984,53.08357142857145,54.25040000000002
2017-02-21,2017,2,21,Tuesday,08,2017-08,57.41,57.81,57.4,57.54,8289200.0,54.92,0.003313044438199908,53.25857142857144,54.23220000000002
2017-02-22,2017,2,22,Wednesday,08,2017-08,57.52,57.85,57.35,57.57,7876600.0,54.95,0.0005213154459271507,53.5257142857143,54.216600000000014
2017-02-23,2017,2,23,Thursday,08,2017-08,57.6,57.79,57.39,57.64,7178600.0,55.01,0.0012159309025776555,53.79928571428574,54.200400000000016
2017-02-24,2017,2,24,Friday,08,2017-08,57.61,57.71,57.15,57.48,7806200.0,54.86,-0.002775825995630199,53.98142857142859,54.18080000000002
2017-02-27,2017,2,27,Monday,09,2017-09,57.24,57.3,56.66,56.78,7702400.0,54.19,-0.012178208004276714,54.070000000000014,54.13760000000002
2017-02-28,2017,2,28,Tuesday,09,2017-09,56.71,57.06,56.55,56.87,8750700.0,54.28,0.0015851614416431126,54.18142857142858,54.10680000000002
2017-03-01,2017,3,1,Wednesday,09,2017-09,57.27,57.4,56.94,57.14,7198000.0,54.54,0.004747606641055002,54.31285714285715,54.10100000000002
2017-03-02,2017,3,2,Thursday,09,2017-09,57.07,57.19,56.85,57.12,6595400.0,54.52,-0.00034995325679310074,54.40214285714286,54.09560000000002
2017-03-03,2017,3,3,Friday,09,2017-09,56.7,57.26,56.7,57.1,7735900.0,54.5,-0.00035028568645634195,54.462142857142865,54.09000000000002
2017-03-06,2017,3,6,Monday,10,2017-10,56.78,56.81,56.33,56.68,9160000.0,54.1,-0.007355497121485088,54.50142857142858,54.075600000000016
2017-03-07,2017,3,7,Tuesday,10,2017-10,56.58,56.75,56.02,56.2,10890300.0,53.64,-0.008468593136331304,54.4757142857143,54.05680000000001
2017-03-08,2017,3,8,Wednesday,10,2017-10,56.15,56.35,55.54,55.74,13061600.0,53.2,-0.008185045028771043,54.39928571428573,54.0356
2017-03-09,2017,3,9,Thursday,10,2017-10,55.75,55.8,54.81,55.19,17844200.0,52.67,-0.009867258667768053,54.29428571428573,54.0056
2017-03-10,2017,3,10,Friday,10,2017-10,55.39,55.4,54.42,54.53,13886400.0,52.04,-0.011958666634994897,54.101428571428585,53.966
2017-03-13,2017,3,13,Monday,11,2017-11,54.57,54.88,54.4,54.63,9090200.0,52.14,0.0018338828996136147,53.90285714285716,53.938
2017-03-14,2017,3,14,Tuesday,11,2017-11,54.62,54.74,54.19,54.27,7892900.0,51.8,-0.00658982018338472,53.67785714285715,53.903800000000004
2017-03-15,2017,3,15,Wednesday,11,2017-11,54.39,54.65,54.09,54.54,8712000.0,52.05,0.004975132072659205,53.46642857142858,53.88980000000001
2017-03-16,2017,3,16,Thursday,11,2017-11,54.85,54.99,54.66,54.8,8074300.0,52.3,0.004767148003196553,53.28357142857143,53.88400000000001
2017-03-17,2017,3,17,Friday,11,2017-11,55.04,56.13,54.95,55.78,15822100.0,53.24,0.017883212104733204,53.215714285714284,53.884800000000006
2017-03-20,2017,3,20,Monday,12,2017-12,55.87,56.05,55.51,55.81,7948400.0,53.27,0.0005378359647598696,53.14357142857143,53.87740000000001
2017-03-21,2017,3,21,Tuesday,12,2017-12,56.05,56.45,55.49,55.54,8030600.0,53.01,-0.004837778443325669,53.034285714285716,53.852000000000004
2017-03-22,2017,3,22,Wednesday,12,2017-12,55.68,56.04,55.51,55.89,8452100.0,53.34,0.006301723057233755,52.95,53.81280000000001
2017-03-23,2017,3,23,Thursday,12,2017-12,56.15,56.43,55.78,55.85,7357200.0,53.3,-0.0007157032062903301,52.864285714285714,53.77900000000002
2017-03-24,2017,3,24,Friday,12,2017-12,56.11,57.38,55.9,56.81,15763000.0,54.22,0.017188893044390863,52.87285714285714,53.759400000000014
2017-03-27,2017,3,27,Monday,13,2017-13,56.66,57.45,56.46,57.23,8861800.0,54.62,0.007393044563563267,52.94285714285714,53.74900000000002
2017-03-28,2017,3,28,Tuesday,13,2017-13,57.1,57.52,57.03,57.35,8331600.0,54.74,0.002096836642848876,53.05285714285714,53.74440000000001
2017-03-29,2017,3,29,Wednesday,13,2017-13,57.17,57.85,57.13,57.54,7001600.0,54.92,0.003313044438199908,53.21357142857143,53.740600000000015
2017-03-30,2017,3,30,Thursday,13,2017-13,57.45,58.3,57.42,58.16,8677900.0,55.51,0.010775079718543745,53.46142857142858,53.740000000000016
2017-03-31,2017,3,31,Friday,13,2017-13,58.11,58.66,58.06,58.39,9156700.0,55.73,0.003954534943213295,53.71785714285715,53.75460000000002
2017-04-03,2017,4,3,Monday,14,2017-14,58.28,58.47,57.89,58.44,8989000.0,55.78,0.0008563934725169808,54.002142857142864,53.77440000000002
2017-04-04,2017,4,4,Tuesday,14,2017-14,58.37,58.41,58.01,58.32,6474800.0,55.66,-0.0020534215142821166,54.260000000000005,53.79000000000002
2017-04-05,2017,4,5,Wednesday,14,2017-14,57.96,59.27,57.81,58.22,13656200.0,55.57,-0.0017147056086225243,54.49357142857144,53.79080000000002
2017-04-06,2017,4,6,Thursday,14,2017-14,58.13,58.36,57.73,57.92,9112500.0,55.28,-0.005152883971516364,54.63928571428573,53.78100000000002
2017-04-07,2017,4,7,Friday,14,2017-14,57.8,58.25,57.55,58.02,6773800.0,55.38,0.001726547573527748,54.79000000000001,53.77760000000002
2017-04-10,2017,4,10,Monday,15,2017-15,58.0,58.21,57.73,57.95,5266300.0,55.31,-0.0012064313336801469,54.954285714285724,53.81740000000001
2017-04-11,2017,4,11,Tuesday,15,2017-15,57.74,58.16,57.38,57.88,5855100.0,55.24,-0.0012079575392648367,55.09000000000001,53.86000000000001
2017-04-12,2017,4,12,Wednesday,15,2017-15,57.88,57.9,57.48,57.58,5450300.0,54.96,-0.00518308388588351,55.20857142857144,53.90980000000001
2017-04-13,2017,4,13,Thursday,15,2017-15,57.61,57.79,57.45,57.51,4871700.0,54.89,-0.0012158584706311037,55.25642857142858,53.98340000000001
2017-04-17,2017,4,17,Monday,16,2017-16,57.68,58.25,57.68,58.08,5626000.0,55.43,0.009911551831477405,55.314285714285724,54.06840000000001
2017-04-18,2017,4,18,Tuesday,16,2017-16,57.59,58.48,57.59,58.35,5449300.0,55.69,0.004648491426933132,55.38214285714287,54.13600000000001
2017-04-19,2017,4,19,Wednesday,16,2017-16,58.6,59.49,58.5,59.04,12000600.0,56.35,0.01182531870486403,55.484285714285726,54.204000000000015
2017-04-20,2017,4,20,Thursday,16,2017-16,59.71,60.34,59.56,60.08,12445900.0,57.34,0.017615260452733317,55.615000000000016,54.29640000000002
2017-04-21,2017,4,21,Friday,16,2017-16,60.2,60.69,60.15,60.61,8800000.0,57.85,0.008821448329578097,55.76642857142859,54.39940000000002
2017-04-24,2017,4,24,Monday,17,2017-17,61.0,61.38,60.89,61.11,10721300.0,58.32,0.00824946680951033,55.94785714285717,54.50040000000003
2017-04-25,2017,4,25,Tuesday,17,2017-17,60.65,61.21,59.92,60.96,11031500.0,58.18,-0.0024545648142721976,56.12785714285717,54.59080000000003
2017-04-26,2017,4,26,Wednesday,17,2017-17,61.23,61.75,60.98,61.56,8525400.0,58.75,0.009842614806520045,56.35500000000002,54.69480000000002
2017-04-27,2017,4,27,Thursday,17,2017-17,61.63,61.94,61.19,61.3,15285300.0,58.51,-0.004223655248238867,56.5857142857143,54.785000000000025
2017-04-28,2017,4,28,Friday,17,2017-17,59.41,60.18,58.99,60.06,25046100.0,57.32,-0.020228324831784383,56.724285714285735,54.84600000000003
2017-05-01,2017,5,1,Monday,18,2017-18,60.0,60.6,59.76,60.18,10910300.0,57.44,0.0019980345739041283,56.876428571428605,54.912000000000035
2017-05-02,2017,5,2,Tuesday,18,2017-18,60.15,60.52,60.04,60.5,9152100.0,57.74,0.005317268467099012,57.05500000000003,54.97200000000004
2017-05-03,2017,5,3,Wednesday,18,2017-18,60.52,60.67,60.26,60.59,7706400.0,57.83,0.0014876276784632214,57.26000000000003,55.03020000000003
2017-05-04,2017,5,4,Thursday,18,2017-18,60.65,60.85,60.39,60.83,6874300.0,58.06,0.003961114479031691,57.48642857142861,55.09240000000003
2017-05-05,2017,5,5,Friday,18,2017-18,60.95,60.99,60.58,60.95,6443300.0,58.17,0.001972677273204493,57.68214285714289,55.15560000000003
2017-05-08,2017,5,8,Monday,19,2017-19,61.07,61.07,60.7,60.94,5588400.0,58.16,-0.00016407158793563248,57.85857142857146,55.221600000000024
2017-05-09,2017,5,9,Tuesday,19,2017-19,60.58,61.08,60.57,60.98,5806600.0,58.44,0.004778401750016759,58.007857142857176,55.306600000000024
2017-05-10,2017,5,10,Wednesday,19,2017-19,60.88,60.98,60.21,60.66,7198400.0,58.13,-0.005247589801299579,58.064285714285745,55.38360000000002
2017-05-11,2017,5,11,Thursday,19,2017-19,60.45,60.51,60.03,60.27,5516900.0,57.76,-0.006429320098694125,58.05785714285717,55.44800000000003
2017-05-12,2017,5,12,Friday,19,2017-19,60.28,60.34,59.83,59.93,5647500.0,57.43,-0.005641279182195813,57.99428571428574,55.50620000000003
2017-05-15,2017,5,15,Monday,20,2017-20,60.42,60.49,60.13,60.45,5904100.0,57.93,0.008676802554621554,57.97642857142859,55.574800000000025
2017-05-16,2017,5,16,Tuesday,20,2017-20,60.68,60.7,59.88,59.98,6303500.0,57.48,-0.007775054990750152,57.88571428571431,55.64240000000002
2017-05-17,2017,5,17,Wednesday,20,2017-20,59.97,60.32,59.55,59.73,7581200.0,57.24,-0.004168146568406472,57.79500000000002,55.714400000000026
2017-05-18,2017,5,18,Thursday,20,2017-20,59.73,59.94,58.87,59.82,8602400.0,57.33,0.0015068880216664304,57.79571428571431,55.797000000000025
2017-05-19,2017,5,19,Friday,20,2017-20,59.94,61.92,59.94,61.36,12531000.0,58.8,0.025743906259440452,57.89285714285716,55.91960000000003
2017-05-22,2017,5,22,Monday,21,2017-21,61.03,61.72,61.03,61.23,6391600.0,58.68,-0.0021186147934828536,57.960000000000015,56.05240000000003
2017-05-23,2017,5,23,Tuesday,21,2017-21,61.4,61.5,60.86,61.15,5622500.0,58.6,-0.0013066059955266773,58.01500000000001,56.181600000000024
2017-05-24,2017,5,24,Wednesday,21,2017-21,61.4,62.0,60.94,61.89,7249300.0,59.31,0.012101348328459327,58.10428571428573,56.33180000000002
2017-05-25,2017,5,25,Thursday,21,2017-21,62.01,63.11,61.9,62.9,8931800.0,60.28,0.016319224923963205,58.25500000000002,56.49640000000002
2017-05-26,2017,5,26,Friday,21,2017-21,63.01,63.42,62.97,63.3,6098000.0,60.66,0.006359388609700423,58.43357142857145,56.66360000000002
2017-05-30,2017,5,30,Tuesday,22,2017-22,63.07,63.41,63.01,63.26,7094600.0,60.63,-0.0006319076580995064,58.59000000000002,56.81140000000002
2017-05-31,2017,5,31,Wednesday,22,2017-22,63.27,63.61,63.08,63.61,7314600.0,60.96,0.005532703886987234,58.79214285714288,56.965200000000024
2017-06-01,2017,6,1,Thursday,22,2017-22,63.51,63.82,63.35,63.75,6058300.0,61.1,0.002200992208013286,59.0307142857143,57.12700000000002
2017-06-02,2017,6,2,Friday,22,2017-22,63.88,64.68,63.7,64.57,7840400.0,61.88,0.012862696606384727,59.348571428571454,57.29780000000002
2017-06-05,2017,6,5,Monday,23,2017-23,64.85,64.87,64.18,64.27,6808900.0,61.59,-0.004646061096686638,59.61000000000003,57.463600000000014
2017-06-06,2017,6,6,Tuesday,23,2017-23,64.22,64.35,64.05,64.16,5448400.0,61.49,-0.0017115343417647422,59.8964285714286,57.609000000000016
2017-06-07,2017,6,7,Wednesday,23,2017-23,64.13,64.3,63.34,63.5,8365000.0,60.86,-0.01028681228307804,60.15500000000003,57.733800000000016
2017-06-08,2017,6,8,Thursday,23,2017-23,63.44,63.58,62.02,62.24,11289300.0,59.65,-0.019842553880219493,60.32071428571431,57.83200000000002
2017-06-09,2017,6,9,Friday,23,2017-23,62.37,62.48,61.87,62.19,11240500.0,59.6,-0.0008033209817642772,60.377857142857174,57.925600000000024
2017-06-12,2017,6,12,Monday,24,2017-24,61.8,61.99,60.63,61.29,11071600.0,58.74,-0.014471722878312554,60.38214285714289,57.990200000000016
2017-06-13,2017,6,13,Tuesday,24,2017-24,61.12,61.26,60.59,60.92,9384900.0,58.38,-0.006036949991674034,60.36642857142861,58.04320000000001
2017-06-14,2017,6,14,Wednesday,24,2017-24,60.67,60.82,59.86,60.27,9703300.0,57.76,-0.010669714266597907,60.25571428571431,58.08280000000001
2017-06-15,2017,6,15,Thursday,24,2017-24,59.92,60.28,59.51,60.09,7516000.0,57.59,-0.002986509062819942,60.06357142857146,58.12140000000002
2017-06-16,2017,6,16,Friday,24,2017-24,59.89,60.16,59.47,60.14,11522400.0,57.64,0.0008320634776795011,59.84785714285717,58.16280000000002
2017-06-19,2017,6,19,Monday,25,2017-25,60.35,61.0,60.11,60.9,6778000.0,58.36,0.012637167895588997,59.68571428571432,58.22440000000002
2017-06-20,2017,6,20,Tuesday,25,2017-25,60.98,61.0,59.7,59.86,6985700.0,57.37,-0.017077266301417593,59.42928571428575,58.26420000000001
2017-06-21,2017,6,21,Wednesday,25,2017-25,60.0,60.31,59.71,59.96,6027600.0,57.46,0.0016707207273105595,59.16928571428575,58.30720000000001
2017-06-22,2017,6,22,Thursday,25,2017-25,60.09,60.1,59.4,59.51,5602000.0,57.03,-0.007505072677115532,58.822857142857174,58.34300000000002
2017-06-23,2017,6,23,Friday,25,2017-25,59.76,60.17,59.58,59.81,6469500.0,57.32,0.00504117188919273,58.517857142857174,58.39020000000002
2017-06-26,2017,6,26,Monday,26,2017-26,60.02,60.15,59.33,59.64,5674600.0,57.16,-0.0028423664269465743,58.20857142857146,58.43560000000002
2017-06-27,2017,6,27,Tuesday,26,2017-26,59.54,59.69,58.81,58.96,5652400.0,56.5,-0.01140180727004625,57.89714285714289,58.45700000000002
2017-06-28,2017,6,28,Wednesday,26,2017-26,59.06,59.25,58.8,59.18,5419200.0,56.72,0.0037313543675412397,57.687857142857176,58.477600000000024
2017-06-29,2017,6,29,Thursday,26,2017-26,59.17,59.18,57.96,58.36,7421200.0,55.93,-0.01385584721016575,57.425714285714314,58.46920000000002
2017-06-30,2017,6,30,Friday,26,2017-26,58.68,58.95,58.29,58.31,8117100.0,55.88,-0.0008568651829751195,57.221428571428596,58.44000000000002
2017-07-03,2017,7,3,Monday,27,2017-27,58.9,58.99,58.25,58.25,4575300.0,55.82,-0.0010290108143753418,57.03857142857146,58.39940000000002
2017-07-05,2017,7,5,Wednesday,27,2017-27,58.43,58.5,57.8,57.94,7773600.0,55.53,-0.005321941190708279,56.87928571428574,58.34360000000002
2017-07-06,2017,7,6,Thursday,27,2017-27,57.8,57.92,57.4,57.6,8886600.0,55.2,-0.005868069426730349,56.70857142857146,58.28400000000002
2017-07-07,2017,7,7,Friday,27,2017-27,57.79,58.36,57.54,58.04,7278300.0,55.62,0.00763898011761599,56.564285714285745,58.221400000000024
2017-07-10,2017,7,10,Monday,28,2017-28,58.18,58.35,57.75,57.81,4832100.0,55.4,-0.003962776700667137,56.35285714285717,58.15920000000002
2017-07-11,2017,7,11,Tuesday,28,2017-28,57.91,58.08,57.53,57.9,5422300.0,55.49,0.0015567282830586393,56.21857142857146,58.12260000000001
2017-07-12,2017,7,12,Wednesday,28,2017-28,58.21,58.71,58.02,58.54,7141900.0,56.1,0.011053541323373883,56.1214285714286,58.09580000000001
2017-07-13,2017,7,13,Thursday,28,2017-28,58.8,58.87,58.12,58.38,8460200.0,55.95,-0.002733157079288895,56.04428571428575,58.06000000000001
2017-07-14,2017,7,14,Friday,28,2017-28,58.4,58.92,58.28,58.76,5441400.0,56.31,0.006509004196335599,55.97214285714289,58.02960000000001
2017-07-17,2017,7,17,Monday,29,2017-29,58.73,58.87,58.28,58.33,6774500.0,55.9,-0.007317875655793782,55.88214285714289,57.98640000000001
2017-07-18,2017,7,18,Tuesday,29,2017-29,58.12,58.58,57.69,58.21,7857500.0,55.79,-0.002057247815005825,55.8314285714286,57.93880000000001
2017-07-19,2017,7,19,Wednesday,29,2017-29,58.15,58.41,57.9,58.11,8203600.0,55.69,-0.0017178731496809707,55.75785714285717,57.889400000000016
2017-07-20,2017,7,20,Thursday,29,2017-29,58.41,58.84,58.0,58.03,10546700.0,55.61,-0.0013767593513839271,55.73500000000003,57.83280000000001
2017-07-21,2017,7,21,Friday,29,2017-29,57.92,58.26,57.83,57.98,6717200.0,55.57,-0.0008615322818066318,55.712857142857175,57.78160000000002
2017-07-24,2017,7,24,Monday,30,2017-30,58.0,58.25,57.93,58.02,7442600.0,55.6,0.0006898887802349041,55.697142857142886,57.73840000000001
2017-07-25,2017,7,25,Tuesday,30,2017-30,58.22,58.84,57.98,58.55,7933100.0,56.11,0.009134707242954399,55.73857142857146,57.71200000000002
2017-07-26,2017,7,26,Wednesday,30,2017-30,58.8,58.84,57.78,57.94,8775900.0,55.53,-0.010418500821996135,55.762142857142884,57.66400000000002
2017-07-27,2017,7,27,Thursday,30,2017-30,58.25,59.66,57.93,59.5,23286700.0,57.02,0.026924446957333537,55.862142857142885,57.65480000000002
