Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2015-06-11,2015,6,11,Thursday,23,2015-23,52.81,53.0,52.44,52.49,6030200.0,48.84,-0.003795915747460188,48.249285714285726,46.451400000000056
2015-06-12,2015,6,12,Friday,23,2015-23,52.41,52.74,52.16,52.63,5236700.0,48.97,0.0026674766069603173,48.3257142857143,46.568000000000055
2015-06-15,2015,6,15,Monday,24,2015-24,52.23,52.46,52.01,52.27,5555000.0,48.64,-0.00684026526377024,48.42071428571429,46.66520000000005
2015-06-16,2015,6,16,Tuesday,24,2015-24,52.27,53.14,52.2,52.97,6106500.0,49.29,0.013391947169746787,48.51214285714286,46.77420000000004
2015-06-17,2015,6,17,Wednesday,24,2015-24,53.09,53.47,52.72,53.24,6735300.0,49.54,0.005097308883421192,48.607142857142854,46.892400000000045
2015-06-18,2015,6,18,Thursday,24,2015-24,53.5,54.28,53.4,54.11,10711000.0,50.35,0.016341099754280997,48.75,47.01600000000004
2015-06-19,2015,6,19,Friday,24,2015-24,54.08,54.44,53.84,53.93,10609700.0,50.18,-0.0033265863181684008,48.863571428571426,47.12980000000004
2015-06-22,2015,6,22,Monday,25,2015-25,54.33,54.43,53.88,53.9,7100700.0,50.16,-0.0005562689027287515,49.007857142857134,47.23940000000004
2015-06-23,2015,6,23,Tuesday,25,2015-25,54.04,54.18,53.72,54.12,5679000.0,50.36,0.004081474332208401,49.14071428571428,47.34680000000005
2015-06-24,2015,6,24,Wednesday,25,2015-25,53.75,53.97,53.52,53.71,5525000.0,49.98,-0.007575602638841494,49.27285714285714,47.450400000000045
2015-06-25,2015,6,25,Thursday,25,2015-25,54.09,54.45,54.0,54.07,5389900.0,50.31,0.006702492672404414,49.397142857142846,47.563600000000044
2015-06-26,2015,6,26,Friday,25,2015-25,54.46,54.75,54.3,54.62,6637200.0,50.83,0.010172137152618888,49.60285714285713,47.68500000000004
2015-06-29,2015,6,29,Monday,26,2015-26,53.87,54.39,53.51,53.55,6534100.0,49.83,-0.019589946549879333,49.73642857142856,47.79820000000004
2015-06-30,2015,6,30,Tuesday,26,2015-26,54.15,54.3,53.14,53.62,9794000.0,49.9,0.0013070693589611881,49.798571428571414,47.906200000000034
2015-07-01,2015,7,1,Wednesday,26,2015-26,53.86,54.21,53.6,53.89,6107700.0,50.15,0.005035594731910953,49.892142857142844,48.01180000000004
2015-07-02,2015,7,2,Thursday,26,2015-26,54.03,54.7,53.95,54.24,5684700.0,50.47,0.006494722628986649,49.9992857142857,48.12440000000003
2015-07-06,2015,7,6,Monday,27,2015-27,53.64,54.41,53.63,54.31,5396400.0,50.54,0.001290441752207272,50.134999999999984,48.21820000000003
2015-07-07,2015,7,7,Tuesday,27,2015-27,54.29,54.54,53.36,54.38,9462300.0,50.6,0.001289080586180713,50.22857142857141,48.26840000000003
2015-07-08,2015,7,8,Wednesday,27,2015-27,53.86,54.02,53.31,53.39,8139300.0,49.68,-0.0182053450812949,50.23857142857141,48.318200000000026
2015-07-09,2015,7,9,Thursday,27,2015-27,54.07,54.5,53.88,54.05,7681000.0,50.3,0.012361847914979629,50.23499999999998,48.38520000000003
2015-07-10,2015,7,10,Friday,27,2015-27,54.54,54.73,54.18,54.57,8087800.0,50.78,0.009620714916799056,50.27785714285712,48.461200000000034
2015-07-13,2015,7,13,Monday,28,2015-28,55.0,55.89,54.9,55.7,7477200.0,51.83,0.020707387662483923,50.397142857142846,48.57800000000004
2015-07-14,2015,7,14,Tuesday,28,2015-28,55.96,56.06,55.52,55.75,7028000.0,51.88,0.0008975309618741711,50.50571428571427,48.682600000000036
2015-07-15,2015,7,15,Wednesday,28,2015-28,55.92,55.95,55.29,55.34,8212600.0,51.5,-0.007353963058854496,50.6142857142857,48.77660000000004
2015-07-16,2015,7,16,Thursday,28,2015-28,56.06,56.16,55.66,55.74,7305500.0,51.87,0.007227844669342343,50.725714285714275,48.89440000000003
2015-07-17,2015,7,17,Friday,28,2015-28,55.9,55.9,55.37,55.69,8715400.0,51.82,-0.0008969604543108689,50.796428571428564,49.02020000000003
2015-07-20,2015,7,20,Monday,29,2015-29,55.73,56.74,55.7,56.21,8029600.0,52.31,0.00933732287971667,50.97357142857141,49.14800000000003
2015-07-21,2015,7,21,Tuesday,29,2015-29,56.38,56.47,55.78,56.2,6717500.0,52.3,-0.00017773165976286975,51.14499999999998,49.26760000000003
2015-07-22,2015,7,22,Wednesday,29,2015-29,56.43,56.87,56.25,56.69,6876100.0,52.75,0.008718714998528387,51.33071428571427,49.40140000000003
2015-07-23,2015,7,23,Thursday,29,2015-29,56.98,57.0,56.16,56.56,12439200.0,52.63,-0.0022931175667658676,51.48499999999998,49.528800000000025
2015-07-24,2015,7,24,Friday,29,2015-29,59.12,59.31,57.15,57.29,14559700.0,53.31,0.012906589309128913,51.682857142857124,49.672000000000025
2015-07-27,2015,7,27,Monday,30,2015-30,57.21,57.47,56.85,56.98,8993500.0,53.02,-0.00541103935032039,51.855714285714264,49.791400000000024
2015-07-28,2015,7,28,Tuesday,30,2015-30,57.39,57.4,56.56,57.14,8689200.0,53.17,0.0028081557383949907,52.104999999999976,49.909400000000026
2015-07-29,2015,7,29,Wednesday,30,2015-30,57.38,57.8,57.14,57.51,8470500.0,53.52,0.006475209107176694,52.33499999999998,50.02720000000002
2015-07-30,2015,7,30,Thursday,30,2015-30,57.3,58.15,57.01,58.06,7337900.0,54.03,0.009563540034533302,52.567142857142834,50.150800000000025
2015-07-31,2015,7,31,Friday,30,2015-30,58.44,58.44,57.73,57.93,6519500.0,53.91,-0.002239079017770762,52.71571428571426,50.27920000000003
2015-08-03,2015,8,3,Monday,31,2015-31,58.62,58.96,58.04,58.19,7664000.0,54.15,0.004488136721624292,52.87785714285712,50.407000000000025
2015-08-04,2015,8,4,Tuesday,31,2015-31,58.25,58.72,58.03,58.7,9113100.0,54.77,0.01154594782255347,53.11142857142854,50.544400000000024
2015-08-05,2015,8,5,Wednesday,31,2015-31,59.15,59.32,58.83,59.01,7349100.0,55.06,0.00528088873486543,53.33928571428569,50.699400000000026
2015-08-06,2015,8,6,Thursday,31,2015-31,59.13,59.2,57.09,57.23,11064500.0,53.4,-0.030164342195453497,53.452142857142825,50.80720000000002
2015-08-07,2015,8,7,Friday,31,2015-31,57.33,57.36,56.51,57.2,7782000.0,53.37,-0.0005242521067591044,53.527857142857115,50.91040000000002
2015-08-10,2015,8,10,Monday,32,2015-32,57.29,57.63,55.75,56.27,12029200.0,52.51,-0.016258767460680668,53.54285714285712,50.99360000000002
2015-08-11,2015,8,11,Tuesday,32,2015-32,55.79,56.44,55.24,56.35,8062600.0,52.58,0.001421808109813183,53.53071428571427,51.07340000000002
2015-08-12,2015,8,12,Wednesday,32,2015-32,55.69,56.4,54.95,56.38,10064400.0,52.61,0.0005324391779470972,53.5292857142857,51.162800000000026
2015-08-13,2015,8,13,Thursday,32,2015-32,56.52,57.25,56.51,56.85,6731500.0,53.05,0.00833604462828963,53.51071428571426,51.25380000000003
2015-08-14,2015,8,14,Friday,32,2015-32,56.95,57.12,56.66,57.1,4803900.0,53.28,0.004397658685767913,53.529285714285685,51.35680000000003
2015-08-17,2015,8,17,Monday,33,2015-33,57.0,57.76,56.73,57.74,5768400.0,53.88,0.011208553760634787,53.57999999999998,51.46300000000003
2015-08-18,2015,8,18,Tuesday,33,2015-33,57.96,58.06,57.66,57.83,5575400.0,53.96,0.0015587936964580607,53.611428571428554,51.58320000000003
2015-08-19,2015,8,19,Wednesday,33,2015-33,57.58,58.08,57.12,57.59,6044200.0,53.74,-0.004150078065806029,53.59071428571427,51.69880000000003
2015-08-20,2015,8,20,Thursday,33,2015-33,57.0,57.15,55.77,55.81,7470900.0,52.08,-0.030908241128094094,53.45999999999999,51.75980000000002
2015-08-21,2015,8,21,Friday,33,2015-33,54.72,54.86,52.6,52.84,20211500.0,49.31,-0.05321629347845669,53.1142857142857,51.76920000000002
2015-08-24,2015,8,24,Monday,34,2015-34,48.05,52.67,42.05,50.34,27158800.0,46.97,-0.04731246570641001,52.55714285714284,51.72920000000002
2015-08-25,2015,8,25,Tuesday,34,2015-34,52.96,53.61,51.05,51.09,19659000.0,47.67,0.014898525090276005,52.029285714285706,51.70980000000002
2015-08-26,2015,8,26,Wednesday,34,2015-34,52.99,54.15,51.27,53.96,15517600.0,50.35,0.05617539763256896,51.811428571428564,51.73100000000002
2015-08-27,2015,8,27,Thursday,34,2015-34,54.76,56.21,54.41,55.95,15987900.0,52.21,0.03687920383171028,51.72857142857142,51.784400000000026
2015-08-28,2015,8,28,Friday,34,2015-34,55.7,56.31,55.2,55.63,7584800.0,51.91,-0.005719393372386694,51.685714285714276,51.815600000000025
2015-08-31,2015,8,31,Monday,35,2015-35,55.19,55.47,54.5,54.71,7971200.0,51.05,-0.01653801690626655,51.57642857142856,51.83300000000003
2015-09-01,2015,9,1,Tuesday,35,2015-35,53.0,54.36,52.74,53.5,13424900.0,49.92,-0.02211667202438039,51.384285714285696,51.82820000000003
2015-09-02,2015,9,2,Wednesday,35,2015-35,54.5,55.29,53.75,55.26,9891100.0,51.56,0.03289724845177466,51.27785714285714,51.85220000000003
2015-09-03,2015,9,3,Thursday,35,2015-35,55.72,55.76,54.48,54.69,7968900.0,51.03,-0.010314853568170523,51.117142857142845,51.87320000000003
2015-09-04,2015,9,4,Friday,35,2015-35,53.87,54.57,53.84,54.28,6994300.0,50.65,-0.007496814470548729,50.88642857142856,51.88000000000004
2015-09-08,2015,9,8,Tuesday,36,2015-36,55.31,55.45,54.53,55.21,8051700.0,51.52,0.017133485250717895,50.712142857142844,51.893800000000034
2015-09-09,2015,9,9,Wednesday,36,2015-36,55.9,56.0,54.57,54.69,8406700.0,51.03,-0.009418669399505974,50.51857142857141,51.91780000000004
2015-09-10,2015,9,10,Thursday,36,2015-36,54.34,55.69,54.33,55.37,8924800.0,51.67,0.012433693669800183,50.48928571428569,51.953200000000045
2015-09-11,2015,9,11,Friday,36,2015-36,55.19,56.54,55.03,56.53,8363100.0,52.75,0.0209499900177319,50.73499999999998,52.00520000000004
2015-09-14,2015,9,14,Monday,37,2015-37,56.54,56.91,56.05,56.29,5463900.0,52.52,-0.004245299836278638,51.13142857142855,52.04620000000004
2015-09-15,2015,9,15,Tuesday,37,2015-37,56.43,57.21,56.12,56.91,6741300.0,53.1,0.01101404162666153,51.519285714285694,52.09740000000004
2015-09-16,2015,9,16,Wednesday,37,2015-37,56.83,57.35,56.21,57.26,6593400.0,53.43,0.006150187853165345,51.73928571428569,52.15400000000004
2015-09-17,2015,9,17,Thursday,37,2015-37,57.32,58.1,57.04,57.28,7525300.0,53.45,0.00034941349367234587,51.82785714285712,52.22940000000004
2015-09-18,2015,9,18,Friday,37,2015-37,56.49,57.63,56.28,56.84,16268000.0,53.04,-0.0076816283404830266,51.908571428571406,52.284200000000034
2015-09-21,2015,9,21,Monday,38,2015-38,57.2,57.84,56.96,57.54,6220100.0,53.69,0.012315305834973644,52.097142857142835,52.34240000000003
2015-09-22,2015,9,22,Tuesday,38,2015-38,56.85,57.25,56.7,57.12,8585100.0,53.3,-0.007299205247385032,52.338571428571406,52.371800000000036
2015-09-23,2015,9,23,Wednesday,38,2015-38,57.16,57.93,57.05,57.79,6829200.0,53.92,0.011729602274821449,52.50714285714283,52.41260000000004
2015-09-24,2015,9,24,Thursday,38,2015-38,57.38,58.54,57.17,58.37,10027300.0,54.47,0.010036310202085952,52.752857142857124,52.47200000000004
2015-09-25,2015,9,25,Friday,38,2015-38,58.92,58.96,57.74,57.99,10627000.0,54.11,-0.006510226158079169,52.999999999999986,52.51680000000004
2015-09-28,2015,9,28,Monday,39,2015-39,58.01,58.43,55.62,55.77,11548100.0,52.04,-0.03828234728312718,53.03714285714284,52.521200000000036
2015-09-29,2015,9,29,Tuesday,39,2015-39,55.85,56.3,54.81,55.72,9392100.0,51.99,-0.0008966517913756578,53.10571428571427,52.51480000000003
2015-09-30,2015,9,30,Wednesday,39,2015-39,56.4,56.9,55.61,56.84,9799600.0,53.04,0.020100545649441637,53.203571428571415,52.52960000000003
2015-10-01,2015,10,1,Thursday,39,2015-39,56.99,57.5,55.89,57.48,8497100.0,53.64,0.011259679422434221,53.267142857142844,52.547400000000025
2015-10-02,2015,10,2,Friday,39,2015-39,56.99,58.09,56.54,58.08,9036800.0,54.2,0.01043844290915108,53.38714285714285,52.57880000000002
2015-10-05,2015,10,5,Monday,40,2015-40,58.49,59.18,58.07,59.04,8199000.0,55.09,0.016529070468460194,53.529285714285706,52.614400000000025
2015-10-06,2015,10,6,Tuesday,40,2015-40,58.82,59.14,58.22,58.69,5538000.0,54.76,-0.005928303910277877,53.624285714285705,52.64920000000003
2015-10-07,2015,10,7,Wednesday,40,2015-40,58.62,58.83,57.9,58.78,8138300.0,54.85,0.0015333529161534187,53.724285714285706,52.68280000000002
2015-10-08,2015,10,8,Thursday,40,2015-40,58.78,59.71,58.39,59.46,6834800.0,55.48,0.011568608276985026,53.89857142857142,52.72200000000002
2015-10-09,2015,10,9,Friday,40,2015-40,59.47,60.11,59.3,60.07,7969900.0,56.05,0.010259088867390131,54.06714285714285,52.76240000000003
2015-10-12,2015,10,12,Monday,41,2015-41,60.35,60.89,60.04,60.54,6430300.0,56.49,0.007824179126783903,54.294999999999995,52.81400000000002
2015-10-13,2015,10,13,Tuesday,41,2015-41,60.34,60.75,60.02,60.16,6262800.0,56.14,-0.006276872811076362,54.45357142857142,52.85380000000002
2015-10-14,2015,10,14,Wednesday,41,2015-41,60.0,60.17,58.43,58.82,8365600.0,54.89,-0.022273904000191358,54.483571428571416,52.856200000000015
2015-10-15,2015,10,15,Thursday,41,2015-41,58.95,59.83,58.08,59.69,9745900.0,55.7,0.014790741121718742,54.59714285714285,52.869000000000014
2015-10-16,2015,10,16,Friday,41,2015-41,59.96,60.29,59.46,59.93,12860800.0,55.92,0.004020826906713237,54.874285714285705,52.91940000000002
2015-10-19,2015,10,19,Monday,42,2015-42,60.13,61.29,59.87,60.97,8117200.0,56.89,0.017353601963513654,55.224285714285706,52.98980000000002
2015-10-20,2015,10,20,Tuesday,42,2015-42,61.22,61.36,60.56,60.88,6089100.0,56.81,-0.0014761467360260294,55.49357142857142,53.07580000000001
2015-10-21,2015,10,21,Wednesday,42,2015-42,61.07,61.12,60.16,60.53,6055300.0,56.48,-0.0057491988551562345,55.69642857142856,53.15380000000001
2015-10-22,2015,10,22,Thursday,42,2015-42,60.96,61.71,60.17,61.49,9182000.0,57.38,0.015860114797870528,55.923571428571414,53.24920000000001
2015-10-23,2015,10,23,Friday,42,2015-42,62.11,62.8,61.62,62.61,8206000.0,58.42,0.018214382449707855,56.16142857142855,53.35660000000001
2015-10-26,2015,10,26,Monday,43,2015-43,62.98,63.84,62.97,63.43,9751700.0,59.19,0.013096777281394134,56.47785714285713,53.4748
2015-10-27,2015,10,27,Tuesday,43,2015-43,63.37,63.41,62.19,62.71,8973200.0,58.52,-0.011350923324356943,56.73999999999999,53.5676
2015-10-28,2015,10,28,Wednesday,43,2015-43,63.11,63.52,62.42,63.51,9627300.0,59.26,0.012757041484538156,57.009999999999984,53.67360000000001
2015-10-29,2015,10,29,Thursday,43,2015-43,63.42,63.5,61.71,62.5,14839100.0,58.32,-0.015902918390930054,57.172142857142845,53.765200000000014
2015-10-30,2015,10,30,Friday,43,2015-43,63.69,64.0,62.26,62.57,16822300.0,58.38,0.0011199573628659643,57.30714285714284,53.89120000000002
2015-11-02,2015,11,2,Monday,44,2015-44,63.01,63.1,62.12,62.24,8547200.0,58.08,-0.00527415381069074,57.44571428571428,54.066600000000015
2015-11-03,2015,11,3,Tuesday,44,2015-44,62.0,62.98,61.65,62.8,8847700.0,58.6,0.008997547502765713,57.71071428571428,54.29920000000002
2015-11-04,2015,11,4,Wednesday,44,2015-44,63.04,63.04,61.34,61.96,9085100.0,57.82,-0.013375872678810241,57.86214285714285,54.50220000000002
2015-11-05,2015,11,5,Thursday,44,2015-44,62.17,62.46,62.01,62.28,6145000.0,58.11,0.005164623998217932,58.01857142857143,54.657400000000024
2015-11-06,2015,11,6,Friday,44,2015-44,62.05,62.24,61.61,61.97,6616300.0,57.82,-0.004977462978691394,58.085,54.769600000000025
2015-11-09,2015,11,9,Monday,45,2015-45,61.75,61.97,60.86,61.34,6838300.0,57.42,-0.006961402819907758,58.128571428571426,54.87980000000003
2015-11-10,2015,11,10,Tuesday,45,2015-45,61.54,62.32,61.21,62.18,6689000.0,58.21,0.013694091808795772,58.25214285714286,55.02300000000003
2015-11-11,2015,11,11,Wednesday,45,2015-45,62.55,62.57,61.81,61.87,4437300.0,57.92,-0.004985434546355472,58.29071428571428,55.18300000000003
2015-11-12,2015,11,12,Thursday,45,2015-45,61.34,61.65,60.75,61.07,6793800.0,57.17,-0.012930401400831903,58.201428571428565,55.29520000000003
2015-11-13,2015,11,13,Friday,45,2015-45,60.89,61.35,59.61,59.74,8821600.0,55.92,-0.02177817386346892,57.96785714285714,55.39300000000003
2015-11-16,2015,11,16,Monday,46,2015-46,59.5,60.69,59.5,60.68,8096600.0,56.8,0.01573476730380352,57.84499999999999,55.516000000000034
2015-11-17,2015,11,17,Tuesday,46,2015-46,60.95,61.56,60.44,60.55,6695300.0,56.68,-0.002142509376500512,57.66071428571428,55.61920000000003
2015-11-18,2015,11,18,Wednesday,46,2015-46,60.66,61.87,60.33,61.8,7215300.0,57.85,0.020644124797783103,57.62714285714285,55.75560000000002
2015-11-19,2015,11,19,Thursday,46,2015-46,61.8,61.93,61.39,61.46,5154400.0,57.53,-0.0055015238894781104,57.56642857142856,55.872800000000026
2015-11-20,2015,11,20,Friday,46,2015-46,61.96,62.15,61.58,61.99,8302500.0,58.03,0.008623648694836561,57.562857142857126,55.97840000000003
2015-11-23,2015,11,23,Monday,47,2015-47,62.14,63.19,62.1,62.64,8493500.0,58.64,0.010485374195361885,57.565714285714265,56.10080000000003
2015-11-24,2015,11,24,Tuesday,47,2015-47,62.06,62.37,61.22,61.96,7908200.0,58.0,-0.010855626773361493,57.57857142857141,56.19880000000003
2015-11-25,2015,11,25,Wednesday,47,2015-47,62.05,62.5,62.0,62.19,4549900.0,58.22,0.003712118541559617,57.58642857142855,56.29460000000003
2015-11-27,2015,11,27,Friday,47,2015-47,62.19,62.38,61.93,62.18,2447900.0,58.21,-0.00016092775110609914,57.61428571428569,56.38980000000003
2015-11-30,2015,11,30,Monday,48,2015-48,62.1,62.29,61.2,61.39,9863800.0,57.47,-0.012705115147724433,57.617857142857126,56.47840000000003
2015-12-01,2015,12,1,Tuesday,48,2015-48,61.08,61.68,60.51,61.37,10910800.0,57.45,-0.0003255851588394032,57.563571428571414,56.553600000000024
2015-12-02,2015,12,2,Wednesday,48,2015-48,61.63,61.71,61.12,61.22,6587500.0,57.31,-0.0024442443891141696,57.51999999999999,56.63380000000002
2015-12-03,2015,12,3,Thursday,48,2015-48,61.37,61.45,59.15,59.55,12056100.0,55.75,-0.027278590221551435,57.41857142857142,56.670400000000015
2015-12-04,2015,12,4,Friday,48,2015-48,59.86,61.87,59.6,61.75,9100600.0,57.81,0.036943684424313394,57.55357142857142,56.73720000000002
2015-12-07,2015,12,7,Monday,49,2015-49,61.75,61.95,61.44,61.89,5967800.0,57.94,0.00226712851724975,57.63499999999999,56.81380000000002
2015-12-08,2015,12,8,Tuesday,49,2015-49,61.69,62.43,61.52,62.16,6664900.0,58.19,0.00436268776067239,57.74285714285714,56.93680000000002
2015-12-09,2015,12,9,Wednesday,49,2015-49,61.71,62.54,60.82,61.18,8541600.0,57.27,-0.015765813160947384,57.701428571428565,57.04240000000002
2015-12-10,2015,12,10,Thursday,49,2015-49,61.13,62.14,61.01,61.87,6623900.0,57.92,0.011278202750283794,57.72928571428571,57.14000000000003
2015-12-11,2015,12,11,Friday,49,2015-49,60.86,61.19,59.6,59.82,11489300.0,56.0,-0.03313394776703227,57.58428571428571,57.18720000000003
2015-12-14,2015,12,14,Monday,50,2015-50,60.04,60.14,58.61,59.92,13406100.0,56.09,0.0016716728295127492,57.402142857142856,57.22500000000004
2015-12-15,2015,12,15,Tuesday,50,2015-50,60.55,60.68,59.97,59.98,7842100.0,56.15,0.001001261795241959,57.269999999999996,57.24620000000004
2015-12-16,2015,12,16,Wednesday,50,2015-50,60.32,60.5,59.51,60.35,9281800.0,56.5,0.006168758575976652,57.14714285714285,57.281000000000034
2015-12-17,2015,12,17,Thursday,50,2015-50,60.66,60.83,59.47,59.52,9079400.0,55.72,-0.01375310196483881,56.96928571428571,57.29840000000003
2015-12-18,2015,12,18,Friday,50,2015-50,59.2,59.5,58.27,58.62,18099500.0,54.88,-0.015120888028680834,56.78428571428571,57.28640000000003
2015-12-21,2015,12,21,Monday,51,2015-51,58.89,59.62,58.66,59.54,7187500.0,55.74,0.01569428779476456,56.66214285714285,57.28020000000002
2015-12-22,2015,12,22,Tuesday,51,2015-51,59.94,60.07,59.28,59.99,6501400.0,56.16,0.0075580407733961685,56.57999999999999,57.27360000000002
2015-12-23,2015,12,23,Wednesday,51,2015-51,60.26,60.37,59.96,60.34,4510200.0,56.49,0.005834206085659321,56.632857142857134,57.28060000000002
2015-12-24,2015,12,24,Thursday,51,2015-51,60.37,60.51,60.17,60.32,2204300.0,56.47,-0.000331588386032311,56.537142857142854,57.31220000000002
2015-12-28,2015,12,28,Monday,52,2015-52,60.02,60.33,59.58,60.19,4437200.0,56.35,-0.0021551612030450418,56.423571428571435,57.325200000000024
2015-12-29,2015,12,29,Tuesday,52,2015-52,60.46,61.32,60.35,61.13,5477300.0,57.23,0.015617333853371829,56.355000000000004,57.35140000000002
2015-12-30,2015,12,30,Wednesday,52,2015-52,61.22,61.4,60.75,60.82,3973900.0,56.94,-0.005071199440158214,56.33142857142858,57.352400000000024
2015-12-31,2015,12,31,Thursday,52,2015-52,60.65,60.81,60.02,60.03,4960900.0,56.2,-0.012989213555205215,56.20857142857144,57.340200000000024
2016-01-04,2016,1,4,Monday,01,2016-01,58.77,58.83,57.6,58.26,13521500.0,54.54,-0.029485306900432495,56.10428571428572,57.30140000000002
2016-01-05,2016,1,5,Tuesday,01,2016-01,58.79,58.79,57.98,58.65,9617800.0,54.9,0.006694095115099774,56.01928571428572,57.251800000000024
2016-01-06,2016,1,6,Wednesday,01,2016-01,57.7,58.53,57.64,58.13,8266300.0,54.42,-0.008865970614163277,55.89571428571429,57.17180000000002
2016-01-07,2016,1,7,Thursday,01,2016-01,56.88,57.91,56.16,56.69,11140900.0,53.07,-0.024772140943491894,55.650714285714294,57.04940000000002
2016-01-08,2016,1,8,Friday,01,2016-01,57.41,57.73,56.53,56.63,10427000.0,53.01,-0.0010583821689775785,55.45714285714286,56.93920000000003
2016-01-11,2016,1,11,Monday,02,2016-02,57.0,58.12,56.78,57.82,10757300.0,54.13,0.021013558608556027,55.40357142857143,56.836600000000026
2016-01-12,2016,1,12,Tuesday,02,2016-02,58.39,59.53,58.18,59.46,12375800.0,55.66,0.0283639514325853,55.39785714285715,56.78340000000002
2016-01-13,2016,1,13,Wednesday,02,2016-02,59.8,60.0,57.8,57.87,11303600.0,54.17,-0.026740730481132235,55.25571428571429,56.69920000000002
2016-01-14,2016,1,14,Thursday,02,2016-02,57.51,59.43,56.92,58.98,11444100.0,55.21,0.01918096364210453,55.16428571428572,56.64180000000002
2016-01-15,2016,1,15,Friday,02,2016-02,57.07,58.39,56.75,58.0,15246100.0,54.3,-0.016615783809716955,55.00928571428572,56.555800000000026
2016-01-19,2016,1,19,Tuesday,03,2016-03,58.67,59.39,58.12,58.55,12289000.0,54.81,0.009482778910686385,54.89928571428572,56.495600000000024
2016-01-20,2016,1,20,Wednesday,03,2016-03,57.57,57.96,54.94,56.92,22786400.0,53.28,-0.02783951499716808,54.61714285714286,56.39900000000002
2016-01-21,2016,1,21,Thursday,03,2016-03,57.84,59.38,57.67,59.03,20888500.0,55.26,0.03706959237029195,54.49714285714286,56.34780000000003
2016-01-22,2016,1,22,Friday,03,2016-03,57.55,59.4,57.41,59.17,32820200.0,55.39,0.0023715939444588496,54.43928571428571,56.30720000000002
2016-01-25,2016,1,25,Monday,04,2016-04,59.36,59.38,57.61,57.71,13554300.0,54.02,-0.024674538767649024,54.402142857142856,56.22340000000002
2016-01-26,2016,1,26,Tuesday,04,2016-04,57.92,58.87,57.8,58.61,8898100.0,54.87,0.015595346710013391,54.4,56.16240000000002
2016-01-27,2016,1,27,Wednesday,04,2016-04,58.87,58.96,57.26,57.63,12491300.0,53.95,-0.016720883555915944,54.36642857142858,56.09800000000001
2016-01-28,2016,1,28,Thursday,04,2016-04,58.29,59.42,58.0,59.29,11832400.0,55.5,0.028804503539549886,54.540000000000006,56.08960000000001
2016-01-29,2016,1,29,Friday,04,2016-04,59.78,60.88,59.64,60.77,13224400.0,56.89,0.024962056291603973,54.81714285714286,56.0914
2016-02-01,2016,2,1,Monday,05,2016-05,60.66,61.79,60.27,61.4,9529100.0,57.48,0.01036696951801308,55.056428571428576,56.107400000000005
2016-02-02,2016,2,2,Tuesday,05,2016-05,60.66,60.9,60.18,60.7,9407400.0,57.01,-0.008169892564462655,55.15285714285715,56.090600000000016
2016-02-03,2016,2,3,Wednesday,05,2016-05,60.88,61.13,58.5,59.53,12254500.0,55.91,-0.019275268377298205,55.27714285714286,56.05820000000001
2016-02-04,2016,2,4,Thursday,05,2016-05,59.41,59.45,57.99,58.29,13944900.0,54.75,-0.02082976409272652,55.244285714285716,55.9926
2016-02-05,2016,2,5,Friday,05,2016-05,58.1,58.2,54.25,54.49,24529000.0,51.18,-0.06519139739511459,55.02142857142858,55.8434
2016-02-08,2016,2,8,Monday,06,2016-06,53.09,54.47,52.63,54.14,21457500.0,50.85,-0.006423112650677076,54.73857142857144,55.7004
2016-02-09,2016,2,9,Tuesday,06,2016-06,53.19,55.29,53.17,54.42,11605100.0,51.11,0.00517193365304669,54.58357142857144,55.55820000000001
2016-02-10,2016,2,10,Wednesday,06,2016-06,55.28,56.35,55.01,55.14,11663900.0,51.79,0.013230253232796807,54.335714285714296,55.42980000000001
2016-02-11,2016,2,11,Thursday,06,2016-06,53.89,55.39,53.55,54.92,12106100.0,51.58,-0.003989791425778821,54.06357142857144,55.312000000000005
2016-02-12,2016,2,12,Friday,06,2016-06,55.56,56.04,55.04,55.86,8680200.0,52.46,0.017115800093820965,53.952142857142874,55.21220000000001
2016-02-16,2016,2,16,Tuesday,07,2016-07,56.79,56.85,55.98,56.41,11594800.0,52.98,0.00984591338242935,53.817142857142876,55.12560000000001
2016-02-17,2016,2,17,Wednesday,07,2016-07,56.7,57.66,56.16,57.63,11955200.0,54.13,0.02162751963447862,53.83000000000002,55.09320000000002
2016-02-18,2016,2,18,Thursday,07,2016-07,57.57,57.57,56.67,56.96,8494000.0,53.5,-0.01162601716549816,53.687142857142874,55.00700000000002
2016-02-19,2016,2,19,Friday,07,2016-07,56.92,57.86,56.52,57.67,9033600.0,54.16,0.01246500932419159,53.49214285714287,54.93140000000001
2016-02-22,2016,2,22,Monday,08,2016-08,58.63,58.95,58.17,58.87,8390700.0,55.29,0.02080798155190866,53.335714285714296,54.87340000000001
2016-02-23,2016,2,23,Tuesday,08,2016-08,58.45,58.9,58.0,58.46,7064100.0,54.91,-0.006964406269221346,53.1857142857143,54.82620000000001
2016-02-24,2016,2,24,Wednesday,08,2016-08,57.21,58.35,56.28,58.11,10780900.0,54.58,-0.005986989686614597,53.0907142857143,54.75940000000001
2016-02-25,2016,2,25,Thursday,08,2016-08,58.46,58.75,58.0,58.75,6262100.0,55.18,0.011013728227945219,53.12142857142858,54.743
